,artist.name,artist.hotness,Songs,Year,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,latitude,location,longitude,loudness,mode,mode_confidence,release.id,release.name,similar,song.hotness,start_of_fade_out,tatums_confidence,tatums_start,tempo,terms,terms_freq,time_signature,time_signature_confidence,Time
194,Moss,0.389535576,Silent Hill,2009,0.432,1.64757,0.153,0.3732,329.35138,0,0.602555589,2,0.144,37.15735675,Not available,-63.93335787,-7.672,1,0.287,737947,Never Be Scared / Don't Be A Hero,AR3XD8U1187FB3BB76,0.570850642,316.883,0.296,0.05381,111.079,future jazz,0.906283576,4,0.599,00s
197,Dimmu Borgir,0.599602643,Master Of Disharmony,1996,0.166,1.34587,0.809,0.47161,282.53995,0.351,0.826075467,6,0.34,37.15735675,"Oslo, Norway",-63.93335787,-4.2,0,0.34,264857,Death ... Is just the beginning Vol.4,ARF0W6Z1187B9AC325,,275.522,0.321,0.25359,140.458,black metal,1,3,0.595,90s
198,Public Image Ltd,0.415517083,(This Is Not A) Love Song (Live),1983,0.06,1.43656,0.854,0.98655,388.28363,2.49,0.684994897,0,0.551,51.50632,"London, England",-0.12714,-16.433,1,0.583,23178,Live In Tokyo,AR7MKJP1187FB3BA95,0.26396982,383.994,0.148,0.75243,132.506,dance rock,1,4,0.195,80s
199,Gary Moore,0.467110649,What Are We Here For,1997,0.083,1.09248,0.65,0.70219,345.93914,0.416,0.761362238,2,0.04,54.5958,"Belfast, Northern Ireland",-5.93494,-6.951,1,0.148,52141,Dark Days In Paradise,ARWSWFR124549A4230,0.447135796,339.754,0.83,0.50562,153.862,blues-rock,1,4,0.404,90s
200,Pascal Sangla,0,Une petite pause,2010,0.151,0.57581,0.981,0.57581,243.1473,0.525,0.464481282,9,0.847,37.15735675,Not available,-63.93335787,-14.737,1,0.639,755756,Une petite pause,ARSYS47119B8667BB7,0,235.886,0.851,0.57581,93.238,french pop,1,4,0.521,10s
201,The B-52's,0.537537201,Wig,1986,0.555,0.45372,0,0.45372,261.74649,3.489,0.681598553,0,0.427,37.15735675,"Athens, GA",-63.93335787,-9.628,1,0.398,53826,The B52's,ARDW1CO1187B9AD318,0.714046553,250.921,0.386,0.20062,124.086,dance rock,1,4,0.366,80s
203,Sex Pistols,0.549204384,God Save the Queen (Live),1988,0.233,0.65479,0.887,0.24895,216.60689,0.177,0.73118423,9,0.558,37.15735675,Not available,-63.93335787,-3.736,1,0.533,754188,Punk International,ARNTVM11187B98B4B4,0.413739836,214.192,0.598,0.0445,145.518,punk,1,4,0.675,80s
205,Deekline & Wizard,0,Sun Is Shining,2004,0.105,1.69231,0.558,0.3668,271.77751,0,0.332330882,0,0.674,37.15735675,Not available,-63.93335787,-6.947,1,0.556,409251,Breaks_ Beats & Blondes,AR476VS1187B99F2F5,0.319565987,267.761,1,0.14552,90.648,breakbeat,1,3,1,00s
207,Hem,0.453435791,Have Yourself A Merry Little Christmas,2005,0,0.34565,0,0.34565,133.27628,0,0.632242851,5,0.783,40.71455,NY - New York City,-74.00712,-15.736,1,0.674,603055,Peace At Last - EP,AR8CZ1U1187FB4CED1,0.360370583,117.661,0,0.34565,89.86,folk-pop,1,1,0.368,00s
208,Lily Allen,0.535408379,U Killed It,2006,0.1,0.43373,0.995,0.05059,264.69832,0,0.916058239,9,0.594,37.15735675,LDN,-63.93335787,-5.871,1,0.509,435050,Alright_ Still (Deluxe),ARWD25M1187FB4C563,0.566988444,251.141,0.995,0.05059,156.097,ska,1,4,1,00s
213,Busdriver,0.349476327,(Bloody Paw On The) Kill Floor,2007,0.026,0.68185,1,0.2964,192.1824,0.27,0.618002715,6,0.211,37.15735675,Not available,-63.93335787,-6.258,1,0.363,105115,RoadKillOvercoat,ARV4KO21187FB38008,0.519403046,192.182,0.936,0.10319,155.038,alternative hip hop,0.871237163,4,0.41,00s
214,Byther Smith,0.36228409,I Wish My Mother Was Here,1989,0.199,1.58983,0.611,0.39362,418.87302,0.264,0.465194733,1,0.826,31.55379,"Monticello, MS",-90.10785,-11.702,1,0.912,142192,Addressing The Nation With The Blues,ARNOCLW11F4C83BD2A,0.437351761,411.481,0,0.09325,117.168,chicago blues,1,3,1,80s
215,Bebo & Cigala,0.351624469,Inolvidable,2003,0,0.17434,0,0.17434,198.26893,0,0.483703807,2,0.414,37.15735675,Not available,-63.93335787,-14.509,0,0.485,296995,Lagrimas Negras,ARA0BLX1187FB43537,0.676548906,193.782,0,0.17434,132.967,latin jazz,1,1,0.405,00s
216,Bizarre Inc,0.354725755,Miracle,1996,0.016,1.72068,0.693,1.29819,420.10077,7.367,0.633817882,11,1,52.8029,"Stafford, England",-2.10633,-9.062,1,0.726,146503,Surprise,AR58X861187FB3725D,,412.473,0.05,1.07786,139.91,breakbeat,0.928908881,4,1,90s
217,Bongzilla,0.446071584,Witch Weed (Live),1999,0.88,1.86974,0.687,0.57631,397.26975,0.392,0.574400789,9,0.535,43.07295,"Madison, Wisconsin",-89.38669,-6.788,1,0.333,223472,Apogee,ARVJSYD1187B993509,0.460541281,397.27,0.325,0.25336,95.882,stoner metal,1,4,0,90s
218,The Gone Jackals,0.353000688,Not Buried Deep Enough,1995,0.244,0.68126,0.638,0.23462,229.79873,0.205,0.44104996,4,0.685,37.15735675,Not available,-63.93335787,-12.772,1,0.418,457879,Bone To Pick,ARII7EM1187FB5400D,0.495293621,226.441,0.411,0.08525,135.175,blues-rock,0.796353591,3,0.639,90s
221,S.U.P,0.27238546,The Cube (Live),2001,0.104,0.74275,0.402,0.30755,384.70485,0.254,0.406166635,11,0.582,37.15735675,Not available,-63.93335787,-8.161,0,0.606,333103,To Live Alone,AR2BG1S1187FB52489,,351.01,0.655,0.30755,137.862,doom metal,1,4,0,00s
225,The Killers,0.819588282,Spaceman,2008,0.071,1.03982,0.938,0.25338,284.3424,0.206,0.918451789,4,0.49,37.15735675,Not available,-63.93335787,-6.546,1,0.469,624887,Hitzone 49,ARVN9FZ1187FB393F1,,267.685,0.306,0.05455,151.953,rock,1,4,0.198,00s
231,Orbital,0.498668875,Illuminate,2001,0.039,0.89509,1,0.4155,327.8624,0.38,0.693009204,0,0.509,51.27562,"Sevenoaks, United Kingdom",0.17898,-6.531,1,0.519,2016,The Altogether,ARYPTWE1187FB49D64,0.688521844,316.447,0.528,0.17571,125.975,techno,1,4,0.794,00s
232,Bone Thugs-N-Harmony / Akon,0.555138322,Never Forget Me,2007,0.056,0.44481,0.879,0.05666,286.30159,0.177,0.81592342,1,0.529,37.15735675,"Cleveland, OH",-63.93335787,-6.933,1,0.317,74586,Strength & Loyalty,ARZ2DHF1187FB3F2EA,0.557880389,273.601,0.289,0.05666,154.09,gangster rap,0.946255702,4,0.625,00s
233,Moonsorrow,0.442652003,Ukkosenjumalan poika,2001,0.408,0.93982,0.875,0.46604,356.49261,0.276,0.646618529,9,0.764,37.15735675,Not available,-63.93335787,-4.178,1,0.561,312976,Kivenkantaja,ARB5TJM1187B9A71FD,,356.493,0.547,0.14177,124.237,viking metal,0.972187827,4,0,00s
234,N.W.A.,0.52040786,A B***** Is A B***** (Edited),1989,0.088,0.95072,1,0.33341,168.75057,0.281,0.747708669,9,0.445,34.05349,"Compton, California, USA.",-118.24532,-8.91,1,0.419,160605,Straight Outta Compton,ARUZRFN1187B98AC05,0,165.86,1,0.33341,97.099,gangster rap,0.882434774,4,1,80s
235,Rage Against The Machine,0.5890868,Kick Out The Jams,2000,0,0.46699,0,0.46699,201.56036,0,0.783458021,9,0.539,37.15735675,"Los Angeles, CA",-63.93335787,-2.069,1,0.379,282493,Live at the Grand Olympic Auditorium,ARE8GLF1187FB52532,,201.56,0.296,0.25665,140.63,rap metal,0.999859221,1,0,00s
237,Rise Against,0.625080481,Amber Changing,2003,0.264,0.54425,0.794,0.25604,218.8273,0.194,0.847081688,4,0.355,37.15735675,Chicago,-63.93335787,-3.803,1,0.354,559004,Revolutions Per Minute,AR6XI3F1187FB3A968,0.696469437,218.827,0.576,0.113,186.254,hardcore punk,0.947856132,4,0.526,00s
238,Ultraviolence,0.374449431,Murder Academy,1995,0.122,0.5551,0.854,0.26867,303.04608,0.102,0.499939221,1,0.745,37.15735675,Not available,-63.93335787,-10.57,1,0.556,681616,Psycho Drama,AR3NHIA1187B9AC99B,0.215080319,292.664,0.426,0.12794,210.47,gabba,1,4,0.418,90s
239,Korn,0.558298348,Hey Daddy,1999,0.447,0.74834,0.299,0.11878,224.522,0,0.829135422,7,0.435,37.15735675,"Bakersfield, CA",-63.93335787,-6.694,1,0.467,405643,Issues,AR5H4CJ1187B9AE949,,214.941,1,0.11878,94.057,rap metal,0.921075999,4,1,90s
242,James Horner,0.491828704,Atmosphere Station,1986,0.347,2.91664,0.347,2.91664,191.81669,3.146,0.679519208,9,0.137,34.05349,"Los Angeles, CA",-118.24532,-38.525,1,0.399,64098,Aliens - The Deluxe Edition,ARM0RY81187B9AF248,0.545230294,179.868,0.05,2.91664,90.084,rock,1,1,0.342,80s
243,Tantric,0.467133519,Walk Away,2009,0.689,0.14825,0.689,0.14825,177.24036,0.107,0.720808698,2,0.796,37.15735675,Not available,-63.93335787,-1.843,1,0.732,570488,Mind Control,AR3FOK11187FB3F4EE,0.447135796,171.404,0.727,0.14825,106.698,post-grunge,1,1,0.792,00s
244,Mastodon,0.574274731,Shadows That Move,2001,0.447,2.49921,0.614,0.20127,233.58649,0.229,0.780461749,2,0.604,37.15735675,"Atlanta, GA",-63.93335787,-3.937,1,0.402,223563,Call of the Mastodon,ARMAC4T1187FB3FA4C,0.784194616,233.586,0.282,0.20127,89.78,alternative metal,0.999863626,4,0,00s
245,Xcultures,0.266275286,Smile,2000,0.137,1.21134,0.503,0.62753,38.3473,0,0.400433514,9,0.054,37.15735675,Not available,-63.93335787,-16.006,0,0.334,466577,One World One People,AREI7EO1187B98BE33,0.214253449,38.347,0.343,0.33773,107.177,gabba,0.942755424,7,0.545,00s
247,U2,0.750311503,Kite Live from Sydney,2007,0.041,1.4142,0.937,0.52971,485.19791,4.923,0.843526543,3,0.878,37.15735675,"Dublin, Ireland",-63.93335787,-7.614,1,0.916,53563,Window In The Skies,AR6LZB61187B9AF431,,474.517,0.081,0.52971,134.083,dance rock,1,4,0.662,00s
249,Korn,0.558298348,Ever Be,2007,0.193,0.34848,0.927,0.34848,288.49587,0.107,0.829135422,10,0.439,37.15735675,"Bakersfield, CA",-63.93335787,-5.912,1,0.383,282711,Untitled,AR5H4CJ1187B9AE949,,276.95,0.446,0.15981,160.022,rap metal,0.921075999,3,0.719,00s
253,Alexandre Desplat,0.560380805,Palmer enquAate,2004,0.059,0.56464,0.667,0.10177,70.26893,0,0.609816403,7,0.417,37.15735675,Not available,-63.93335787,-16.942,0,0.524,263915,L'enquAate corse - bof,ARU52PB1187FB58E46,,64.505,0.785,0.10177,128.173,soundtrack,1,4,0.189,00s
258,Placebo,0.586433379,English Summer Rain,2003,0.381,1.03723,0.775,0.48534,241.52771,0,0.804523521,10,0.532,37.15735675,"London, England",-63.93335787,-7.255,0,0.523,314,Sleeping With Ghosts,AR6LZB61187B9AF431,0.873702495,229.837,0.585,0.07522,108.264,british pop,0.999766449,4,0.902,00s
260,Gertrudis,0.344814469,Intro,2009,0.056,1.24011,0.564,0.63239,106.52689,4.104,0.444926413,9,0,37.15735675,Not available,-63.93335787,-12.385,0,0,448373,500,ARG17O11187FB4A8DA,0.323112121,106.527,0.155,0.34167,97.76,big beat,0.956568016,4,0.832,00s
261,Warrior King,0.413237884,Empress So Divine,2002,0.008,0.2753,0.989,0.2753,224.28689,2.409,0.588370653,10,0.693,37.15735675,Not available,-63.93335787,-4.779,1,0.501,146292,Virtuous Woman,ARI4SKQ1187B9B43B0,0.537503904,217.623,0.989,0.2753,241.877,roots reggae,0.926108914,4,0.947,00s
262,Soda Stereo,0.466826993,Terapia De Amor Intensiva,1988,0.1,1.9407,0.995,0.63157,340.29669,0.374,0.711165787,7,0.403,37.15735675,Not available,-63.93335787,-11.356,1,0.196,509726,De Musica Ligera,ARL3VGT1187FB40E8E,0.547324832,327.396,0.442,0.46721,91.328,rock,1,4,0.884,80s
264,Soul Asylum,0.466775622,Lies Of Hate,1998,0.013,1.9281,0.983,1.05993,279.2224,2.009,0.690080124,11,0.905,37.15735675,"Minneapolis, MN",-63.93335787,-6.582,0,0.883,287672,Candy From A Stranger,AR07SOR1187FB46179,0.360370583,265.834,0.725,0.47298,68.734,hard rock,1,4,0,90s
266,Horace Andy,0.374271174,Musical Episode,2005,0.636,0.55116,0.636,0.55116,234.44853,0.374,0.626436382,10,0.166,18.01571,"Kingston, Jamaica",-76.79731,-10.173,0,0.211,206882,Exclusively,ARABKKO11F50C4D0A5,0.345802234,222.546,0.842,0.55116,102.055,roots reggae,1,1,0,00s
267,Jimmy Wakely,0.291539727,Beautiful Brown eyes,2001,0.901,0.24263,0.901,0.24263,155.95057,0.299,0.39413854,2,0.745,34.31109,"Mineola, AR",-94.02978,-14.123,1,0.704,493266,Country Masters Vol 1,ARFYPFB1187FB3D65C,0.462643183,144.283,0.447,0.24263,109.065,classic country,1,1,0.04,00s
269,Rah Digga (Featuring Outsidaz),0.411448143,The Last Word (Amended Version),2000,0.135,0.03033,0,0.03033,256.80934,0,0.583231605,7,0.638,40.14323,New Jersey,-74.72671,-7.307,1,0.684,611258,Dirty Harriet,AR05OJD1187B9B99A6,0.405115722,242.95,0.362,0.03033,201.802,hip hop,1,3,0.896,00s
270,RUN-DMC,0.606630152,Hard Times,1984,0.043,1.46506,0.593,0.9623,234.65751,0.638,0.686988955,1,0.572,37.15735675,Not available,-63.93335787,-12.75,1,0.382,293884,Run DMC,ARKAI6D1187B98A539,,217.281,0.992,0.71179,119.67,hip hop,1,4,0.686,80s
274,Nightwish,0.593624366,Escapist,2007,0.215,1.09625,0.531,0.26708,301.06077,0,0.808784962,3,0.569,37.15735675,"Kitee, Finland",-63.93335787,-4.144,1,0.591,386120,Made In Hong Kong (And In Various Other Places),ARRHD2X1187B9B389E,,290.743,0.664,0.06075,143.97,sympho black metal,0.999713741,4,0.456,00s
275,Angelo Badalamenti,0.399451724,Jeffrey's Dark Side,1987,0.853,1.1755,0.853,1.1755,109.37424,2.258,0.698770478,6,0.163,40.14323,New Jersey,-74.72671,-18.349,1,0.348,63865,Blue Velvet,ART3KT21187FB450DC,0.615372256,101.825,0.174,0.68035,61.883,chill-out,0.916559613,1,0.56,80s
278,Buzzhorn,0.378498493,Pinned To The Ground (album version),2002,0.194,1.06912,0.481,0.27715,239.98649,5.939,0.473626728,9,0.03,43.04181,"Milwaukee, WI",-87.90684,-5.627,0,0.39,762292,Disconnected,ARTAFV91187B9BA17C,0.193857803,226.476,0.071,0.0787,144.836,post-grunge,1,3,0.442,00s
279,Silverstein,0.605507136,Always And Never (Album Version),2005,0.551,0.82669,0.391,0.30176,229.642,0,0.80113645,2,0.548,37.15735675,"Burlington, Ontario, Canada",-63.93335787,-1.998,1,0.602,128122,Discovering The Waterfront,ARJXL4Z1187B9A5920,0.658623927,226.22,0.655,0.30176,108.499,post-hardcore,0.999818045,4,0.785,00s
280,!!!,0.482131081,Myth Takes,2007,0.136,1.09797,0.299,0.78697,143.98649,0,0.609538992,11,0.673,37.15735675,Not available,-63.93335787,-7.901,0,0.677,532741,Myth Takes,ARHVUXZ1187FB4ED86,0,134.6,0.864,0.63224,193.978,dance-punk,0.985856331,4,0,00s
282,The Notorious B.I.G.,0.50654532,Who Shot Ya (Amended Album Version),2007,0.016,1.18037,0.843,0.53116,316.65587,0.164,0.668509447,4,0.613,37.15735675,Not available,-63.93335787,-5.934,1,0.462,327425,Greatest Hits,AR60ZZX1187FB52E29,0.274281704,311.664,0.96,0.20573,91.69,gangster rap,0.937520268,4,0.825,00s
283,Led Zeppelin,0.634412385,Poor Tom (Album Version),1982,0.117,1.30509,0.526,0.11465,182.09914,0,0.787098356,1,0.076,37.15735675,England,-63.93335787,-10.7,1,0.342,171820,Coda,ARM7EDF1187B9B3FA1,0.31276992,182.099,0.902,0.11465,210.8,blues-rock,0.998128657,7,0.411,80s
284,Sandi Thom,0.405031298,Wounded Hearts,2008,0.174,1.75476,0.764,0.2587,205.21751,0.386,0.655359115,4,0.666,56.65286,Scotland,-3.99667,-4.332,1,0.578,382970,The Pink & The Lily,ARCJKV91187FB46210,0.419674279,195.785,0.376,0.06753,82.205,british pop,0.912323738,4,0.945,00s
286,The Field Mice,0.409292117,When Morning Comes To Town,1989,0.02,0.5877,0.91,0.21538,316.73424,0.165,0.60542429,3,0.356,37.15735675,Not available,-63.93335787,-15.54,1,0.524,216819,Coastal,ARFHFL91187FB52EC9,0.531612769,307.177,0.453,0.21538,162.682,twee pop,0.883212566,4,0,80s
289,Malkit Singh,0.324430892,Hai Shava,1993,0.071,0.66029,0.809,0.1062,324.51873,0.073,0.483243067,5,0.75,37.15735675,Not available,-63.93335787,-11.273,1,0.675,99987,Hai Shava,AR0K2MV1187B9B9FD6,,320.372,0.247,0.1062,210.305,broken beat,0.969921695,4,0.561,90s
290,Rodney O & Joe Cooley,0.307902094,Nutty Block,1991,0.189,1.03068,0.477,0.33489,172.01587,0.331,0.415784608,1,0.035,37.15735675,Not available,-63.93335787,-9.745,0,0.607,662558,Get Ready To Roll,ARLKYJK1187B99ACF1,0,167.869,0.139,0.33489,175.393,miami bass,0.931449931,4,0.751,90s
291,Dean Martin,0.623970266,Until You Love Someone,2005,0.076,1.64218,0.195,0.22963,165.66812,0.154,0.708439814,0,0.301,37.15735675,"Steubenville, OH",-63.93335787,-10.917,0,0.358,375715,Love From&The Rat Pack,AR285HD1187B9A517F,,160.508,0.195,0.22963,128.459,vocal,0.80351834,5,0.937,00s
292,Strata,0.482298832,Part One From Triomusic,2004,0.131,1.42728,0.828,0.2964,377.67791,0.537,0.612837504,2,0.656,37.28848,"Campbell, CA",-121.94486,-21.787,1,0.463,380099,STRATA,ARLRDMR1187B9B337C,0,364.037,0.387,0.2964,109.671,post-grunge,1,5,0.824,00s
294,Till West & DJ Delicious,0.3268453,Same Man,2006,0.099,1.4013,0.947,0.44651,153.28608,0,0.564512291,1,0.087,37.15735675,Not available,-63.93335787,-7.535,1,0.468,345570,Ministry of Sound Presents 100,AREDYJH12AF7DA7A11,0.721572661,147.696,1,0.20795,125.558,funky house,0.907419918,4,1,00s
295,Carlos NuA+-ez,0.384986117,Quiero Ir Ao Mar,2005,0.151,0.75785,0.114,0.4704,215.35302,2.868,0.535702528,9,0.779,37.15735675,Not available,-63.93335787,-10.918,0,0.773,441344,Cinema Do Mar,ARHBYTA1187FB3C812,,205.636,0.114,0.4704,211.327,flamenco,0.807502753,3,1,00s
297,Gene Clark,0.527066335,Set You Free This Time,1998,0.858,0.20873,0.858,0.20873,168.38485,0,0.685125411,9,0.327,37.15735675,"Los Angeles, CA",-63.93335787,-12.77,1,0.578,285631,Echoes,AROJ4691187FB3EC1C,,156.032,0.605,0.20873,98.49,country rock,0.991228695,1,0,90s
304,Abraham Laboriel,0.298372721,Exchange,1995,0.01,1.83315,0.299,0.52075,368.16934,0.288,0.362358559,11,0.252,19.4319,"Mexico City, Mexico",-99.13285,-8.489,0,0.393,552899,Guidum,ARCOWNY1187FB50A54,0.319565987,351.469,1,0.08404,93.106,jazz,1,4,0,90s
306,Sticky Fingaz,0.403784235,Oh My God,2000,0.252,4.45887,0.536,0.64848,266.4224,0,0.542512528,6,0.358,37.15735675,"Brookyln, NY",-63.93335787,-5.947,0,0.324,355081,Oh My God,ARMJMLA1187FB52864,0.636287224,266.422,0.073,0.13044,80.149,hip hop,1,4,1,00s
308,The Jeff Healey Band,0.414236248,Hoochie Coochie Man,1989,0.362,0.53173,0.55,0.53173,313.7824,0.427,0.716854352,7,0.241,37.15735675,Not available,-63.93335787,-11.488,1,0.362,711137,Road House,ART3O5Z1187B9AB043,,308.094,0.331,0.53173,107.197,blues-rock,0.962148617,3,1,80s
310,Danny Wilson,0.362902986,The Second Summer Of Love,1989,0.242,0.81851,0.844,0.50946,167.20934,0,0.559991415,7,0.605,56.46137,"Dundee, Scotland",-2.96761,-7.928,1,0.677,160060,Bebop Moptop,AROXQGK1187FB4560B,,156.34,0.347,0.3557,196.034,british pop,0.91052814,4,0.868,80s
313,SWAMI featuring Asuivre,0.380756416,Give It What U Got,2007,0.04,0.20797,1,0.20797,260.28363,0.16,0.679654239,10,0.014,52.47859,"Birmingham/ London, UK",-1.9086,-2.939,0,0.32,650697,EQUALIZE,ARTJJZZ1187B9BA5E7,,257.869,1,0.0406,90.008,downtempo,1,4,0.676,00s
315,Lisa Lynne,0.420937755,Isla del Luna,1999,0.019,0.26197,0,0.26197,316.49914,2.061,0.6051397,2,0.6,34.05349,California - LA,-118.24532,-14.544,1,0.657,296873,Seasons Of The Soul,ARHOCKY11E2835D7CB,0.761303218,303.148,0.37,0.26197,95.981,chill-out,0.892937884,4,0.186,90s
317,Shawn Colvin,0.446732968,Another Long One,1989,0.022,0.65984,0.59,0.09582,224.60036,0.085,0.68550363,8,0.719,42.78668,"Vermillion, SD",-96.92803,-13.256,1,0.565,424081,Steady On,AR7R1IA1187B9B076C,0.425124658,219.214,0.458,0.09582,210.871,country rock,0.975207319,4,1,80s
320,Backstreet Boys,0.592614927,Larger Than Life,1999,0.249,0.26987,0,0.26987,236.25098,4.569,0.851417629,0,0.005,28.53823,"Orlando, FL",-81.37739,-5.12,1,0.51,307477,Just Want You To Know,AR03BDP1187FB5B324,,226.569,0.128,0.26987,112.787,teen pop,1,4,0.572,90s
321,Tiny Tim,0.404897336,I Hold Your Hand In Mine [Live At Royal Albert Hall],2000,0.142,2.12633,0.835,0.80142,43.36281,0,0.593496044,6,0.02,40.71455,"New York, NY",-74.00712,-23.996,1,0.361,627950,Live! At The Royal Albert Hall,ARUUP4L1187B9B72EB,0,43.363,0.212,0.46098,93.779,cabaret,0.859456677,3,0.666,00s
329,Glad,0.372232889,Blessed Assurance,1993,0.098,1.82138,0.85,0.57911,270.602,0.504,0.524265131,2,0.69,37.15735675,Not available,-63.93335787,-10.754,1,0.693,488293,Simply Glad,ARX7GQ11187FB403D3,0.473346541,265.752,0.85,0.57911,192.702,ccm,1,5,0.922,90s
335,Chase & Status,0.396356237,Ten Tonne,2005,0.056,0.36965,0.617,0.02683,337.68444,0,0.654594982,4,0.409,37.15735675,Not available,-63.93335787,-5.134,0,0.414,546323,Ten Tonne EP,AR1BSP01187B9914B2,0.392008772,326.995,1,0.02683,174.993,breakbeat,1,4,0.753,00s
336,Tom Petty,0.568350503,A Higher Place (Album Version),1994,0.353,0.65355,1,0.187,236.17261,0.131,0.779838092,9,0.58,37.15735675,"Gainesville, FL",-63.93335787,-4.954,1,0.539,542173,Wildflowers,ARSAIUN1187FB398D3,,227.875,1,0.187,129.122,heartland rock,1,4,0,90s
340,Mitch Ryder,0.294053193,Jenny Take a Ride,2004,0.034,1.82394,1,0.57608,207.43791,0.537,0.476747681,9,0.674,37.15735675,"Hamtramck, MI",-63.93335787,-11.255,1,0.559,615284,American Legend,ARSAIUN1187FB398D3,0.419125893,198.159,0.608,0.10426,97.538,blues-rock,0.864554183,4,0.727,00s
343,Danilo Perez,0.3228233,Native Soul,2003,0.111,0.1353,0.111,0.1353,197.19791,0,0.331874147,7,0.525,8.4177,Panama,-80.11278,-16.113,1,0.365,92936,. . . Till Then,ARU196L1187B9900E6,0.253834736,185.481,0.496,0.1353,159.233,latin jazz,1,1,0.039,00s
346,Sophie B. Hawkins,0.377593082,The Ballad Of Sleeping Beauty,1994,0.01,0.58138,0.954,0.58138,305.162,0.189,0.713274972,9,0.582,40.79086,"New York, NY [Manhattan]",-73.96644,-6.301,1,0.583,282914,Whaler,AREP9C81187B9A4029,0.599660358,283.527,0.206,0.29461,105.003,ballad,0.891101304,4,0.669,90s
349,Marc Shaiman,0.378442737,City Slickers,2008,0.099,0.57619,1,0.1319,149.86404,0.322,0.510010871,4,0.151,37.15735675,Not available,-63.93335787,-18.341,1,0.263,190811,The Bucket List,ARU52PB1187FB58E46,,144.765,1,0.1319,134.566,soundtrack,1,4,0.915,00s
350,40 Grit,0.331351565,Intro,2003,0.286,1.85881,0.77,1.22593,75.67628,0,0.451977717,11,0.154,37.15735675,Not available,-63.93335787,-22.752,1,0.301,559989,Nothing To Remember,AR08DYV1187B99A0D7,0.427446572,75.676,0.148,1.07213,186.882,nu metal,0.995807676,3,0.734,00s
351,Gwen Stefani,0.532803542,Harajuku Girls,2004,0.398,0.33963,1,0.33963,290.55955,0.119,0.837872047,1,0.212,37.15735675,Not available,-63.93335787,-4.169,1,0.338,1818,Love Angel Music Baby,ARTDQRC1187FB4EFD4,0.684613086,290.56,0.653,0.13028,113.995,rock,1,4,0.654,00s
352,Steve Morse,0.420692588,Prognosis,2000,0.148,0.60033,0.148,0.60033,363.85914,0.233,0.589903022,4,0.311,37.15735675,"Hamilton, Ohio",-63.93335787,-6.977,1,0.439,219272,Major Impacts,ARNZ70R1187B9A4824,0.64068403,355.776,0.52,0.08124,90.199,blues-rock,0.915187711,1,1,00s
356,Story Of The Year,0.580095045,Swallow The Knife (Live) (Segue),2005,0.032,1.19076,0.449,0.55784,75.57179,0,0.806762596,6,0.016,37.15735675,"LONG BEACH, California",-63.93335787,-7.626,1,0.331,138157,Live In The Lou,AROBHK51187B9AD82B,0.215080319,75.572,0.269,0.21825,100.032,screamo,0.9994248,4,1,00s
357,Natural Elements,0.369535728,Mayday,1998,0.012,0.53136,0.66,0.21433,338.1024,0,0.44802055,1,0.417,37.15735675,Not available,-63.93335787,-6.318,1,0.359,15327,Lyricist Lounge Vol. 1,ARGWETC1187FB4EC41,0.401486711,333.769,0.596,0.05257,185.88,hip hop,1,4,0.728,90s
